curso_codigo;sie_codigo;especialidad_desc;sector_desc;familia_desc;area_desc;especialidad_desc_1;curso_desc;duracion_formacion;duracion_practicas;especialidad_de_certificado;modalidad;dirigido_a;censo;centro_desc;centro_direccion;centro_cp;centro_telefono;centro_email;centro_municipio
4187-3;;TMVG009PO;02-INDUSTRIA DEL METAL Y AUTOMOCION;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;ELECTROMECÁNICA DE VEHÍCULOS;EDICIÓN DE VIDEOS CON AFTER EFFECTS (AVANZADO);LIMPIEZA Y MANTENIMIENTO DE MOTORES;0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4122-3;;TMVI026PO;08-TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;CONDUCCIÓN DE VEHÍCULOS POR CARRETERA;DEGUSTACIÓN DE BEBIDAS;FORMACION CONTINUA OBLIGATORIA PARA CONDUCTORES_CAP (CERTIFICADO DE APTITUD PROFESIONAL);0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4187-1;;TMVG005PO;02-INDUSTRIA DEL METAL Y AUTOMOCION;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;ELECTROMECÁNICA DE VEHÍCULOS;RETOQUE FOTOGRÁFICO;DISPOSITIVOS DE SEGURIDAD EN EL AUTOMOVIL;0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4122-5;;TMVI033PO;08-TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;CONDUCCIÓN DE VEHÍCULOS POR CARRETERA;EDICIÓN DE VIDEO CON AFTER EFFECTS (MEDIO).;TACÓGRAFO DIGITAL;0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4122-6;;TMVC44;08-TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;TRANSPORTE POR CARRETERA;INICIACIÓN AL BIM. PLATAFORMAS DE MODELADO: REVIT Y ALLPLAN;TRANSPORTE DE MERCANCÍAS POR CARRETERA (CAP);0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4122-7;;TMVC43;08-TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;TRANSPORTE POR CARRETERA;CREACIÓN DE CABECERAS  CON AFTER EFFECTS;TRANSPORTE DE VIAJEROS POR CARRETERA (CAP);0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4124-1;;SSCB013PO;12-EDUCACIÓN Y DEPORTES;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ACTIVIDADES CULTURALES Y RECREATIVAS;EDICIÓN DE VIDEO CON AVID;OCIO INCLUSIVO;0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4124-2;;SSCE005PO;12-EDUCACIÓN Y DEPORTES;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;FORMACIÓN Y EDUCACIÓN;TÉCNICAS DE ELABORACIÓN DE  ENTREVISTAS PERIODÍSTICAS;AMAXOFOBIA;0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4114-16;;IFCT0509;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;EDICIÓN DE VIDEO CON FINAL CUT PRO AVANZADO;M0495-ADMINISTRACIÓN DE SERVICIOS WEB;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4122-2;;TMVI008PO;08-TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;CONDUCCIÓN DE VEHÍCULOS POR CARRETERA;EDICIÓN DE VÍDEO CON FINAL CUT PRO (BÁSICO);CERTIFICADO DE APTITUD PROFESIONAL (CAP) PARA CONDUCTORES - RENOVACIÓN;0;0;NO;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
3875-23;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;POSTPRODUCCIÓN DE AUDIO CON PRO TOOLS LE;M1791-GESTIÓN ADMINISTRATIVA Y ECONÓMICO-FINANCIERA   DE PEQUEÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
4114-13;;IFCD0110;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;EDICIÓN DE VÍDEOS CON ADOBE PREMIERE;M0952-PUBLICACIÓN DE PÁGINAS WEB;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
3875-7;;SSCS0108;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ASISTENCIA SOCIAL;CÁLCULO Y DISEÑO DE ESTRUCTURAS BIM DE REVIT CON CYPECAD;M0250-ATENCIÓN Y APOYO PSICOSOCIAL DOMICILIARIO;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-8;;SSCS0108;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ASISTENCIA SOCIAL;INTERPRETACIÓN DE DATOS DE SISTEMAS DE INFORMACIÓN GEOGRÁFICA PÚBLICOS SOBRE HIDROLOGÍA;M0251-APOYO DOMICILIARIO Y ALIMENTACIÓN FAMILIAR;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-9;;SSCS0108;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ASISTENCIA SOCIAL;PRESUPUESTOS, MEDICIONES Y CERTIFICACIONES CON PRESTO;M8028-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-20;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;APLICACIÓN AUTOPILOTO DJI;M1788-PLANIFICACIÓN E INICIATIVA EMPRENDEDORA EN PEQ  UEÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-5;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;DJI PHANTOM 4 PRO(0-5KG);M8140-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-22;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;PRÁCTICO PARROT DISCO PRO-AG (0-5);M1790-COMERCIALIZACIÓN DE PRODUCTOS Y SERVICIOS EN P  EQUEÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-4;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;QGIS Y GRASS - NIVEL USUARIO;M0072-TÉCNICAS DE APOYO PSICOLÓGICO Y SOCIAL EN SITUACIONES DE CRISIS;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-24;;IMPE0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;IMAGEN PERSONAL;ESTÉTICA;ESPECIALISTA EN QGIS APLICADO AL MEDIO AMBIENTE;M0796-DIAGNÓSTICO Y PROTOCOLOS ESTÉTICOS;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-25;;IMPE0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;IMAGEN PERSONAL;ESTÉTICA;DESARROLLO DE PLUGINS CON PYTHON EN QGIS;M0063-MASAJE ESTÉTICO MANUAL Y MECÁNICO;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-26;;IMPE0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;IMAGEN PERSONAL;ESTÉTICA;TELEDETECCIÓN Y GIS CON DATOS DE SATÉLITE, DRONES Y LIDAR;M0790-DRENAJE LINFÁTICO ESTÉTICO MANUAL Y MECÁNICO;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-27;;IMPE0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;IMAGEN PERSONAL;ESTÉTICA;QGIS Y GRASS ¿ NIVEL AVANZADO;M0797-ELECTROESTÉTICA;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-28;;IMPE0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;IMAGEN PERSONAL;ESTÉTICA;PRESTACIONES SOCIALES. INTRODUCCIÓN;M0798-TRATAMIENTOS ESTÉTICOS INTEGRADOS;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
4135-84;;SSCE01;INTERSECTORIAL GENERAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;FORMACIÓN Y EDUCACIÓN;FACTURAPLUS: FACTURACIÓN EN LA EMPRESA;INGLÉS A1;0;0;NO;Presencial;Ocupados;B84660471;CDM DESARROLLO INTEGRAL DE PROYECTOS FORMATIVOS SL;CALLE Estambul, 24  1º ;28922;916643378;oburgos@grupocdm.es;ALCORCÓN
3875-21;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;FACTURA DIGITAL;M1789-DIRECCIÓN DE LA ACTIVIDAD EMPRESARIAL DE PEQUE  ÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
4114-23;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;FUNDAMENTOS DE LA VALORACIÓN DE PUESTOS DE TRABAJO;M1790-COMERCIALIZACIÓN DE PRODUCTOS Y SERVICIOS EN P  EQUEÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4120-27;;SSCS0108;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ASISTENCIA SOCIAL;TRATAMIENTO Y GESTIÓN DE QUEJAS Y RECLAMACIONES;M0251-APOYO DOMICILIARIO Y ALIMENTACIÓN FAMILIAR;0;0;NO;Teleformación;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4114-17;;IFCT0509;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;TRAMITES ON-LINE CON LA ADMINISTRACIÓN;M0496-ADMINISTRACIÓN DE SERVICIOS DE MENSAJERÍA ELECTRÓNICA;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4114-18;;IFCT0509;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;TRÁMITES ON LINE CON LA SEGURIDAD SOCIAL;M0497-ADMINISTRACIÓN DE SERVICIOS DE TRANSFERENCIA DE ARCHIVOS Y CONTENIDOS MULTIMEDIA;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4114-19;;IFCT0509;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;TRABAJO EN EQUIPO;M0490-GESTIÓN DE SERVICIOS EN EL SISTEMA INFORMÁTICO;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4114-20;;IFCT0509;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;INFORMÁTICA Y COMUNICACIONES;SISTEMAS Y TELEMÁTICA;TÉCNICAS DE REUNIÓN;M8267-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
3875-6;;SSCS0108;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ASISTENCIA SOCIAL;GARANTÍAS INTERNACIONALES;M0249-HIGIENE Y ATENCIÓN SANITARIA DOMICILIARIA;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
4114-22;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;IMPLANTACIÓN DE UN SISTEMA DE GESTIÓN DE LA CALIDAD;M1789-DIRECCIÓN DE LA ACTIVIDAD EMPRESARIAL DE PEQUE  ÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4114-15;;IFCD0110;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;INFORMÁTICA Y COMUNICACIONES;DESARROLLO;SELECCIÓN EN LA RED;M8278-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4114-24;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;SELECCIÓN DE PERSONAL: MODELO DE GESTIÓN POR COMPETENCIAS;M1791-GESTIÓN ADMINISTRATIVA Y ECONÓMICO-FINANCIERA   DE PEQUEÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4114-25;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;SELECCIÓN DE PERSONAL ON-LINE;M1792-GESTIÓN DE LA PREVENCIÓN DE RIESGOS LABORALES_ENPEQUEÑOS NEGOCIOS;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4114-26;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;INICIACIÓN A LA CREACIÓN DE PÁGINAS WEB;M8385-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
3875-1;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;EQUIPOS DE ALTO RENDIMIENTO;M0069-OPERACIONES DE MANTENIMIENTO PREVENTIVO DEL VEHÍCULO Y CONTROL DE SU DOTACIÓN MATERIAL;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-2;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;CONTROL DE QUEJAS Y RECLAMACIONES;M0070-TÉCNICAS DE SOPORTE VITAL BÁSICO Y DE APOYO AL SOPORTE VITAL AVANZADO;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
3875-3;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;PROYECTOS: FUNDAMENTOS DE CONTROL DE RIESGOS;M0071-TÉCNICAS DE INMOVILIZACIÓN, MOVILIZACIÓN Y TRASLADO DEL PACIENTE;0;0;SÍ;Presencial;Ocupados;B84390350;GRUPO AULA FORMACIÓN Y EMERGENCIAS SL;CALLE Moratalaz, 17   ;28977;676401157;victor@grupo-aula.com;CASARRUBUELOS
4114-21;;ADGD0210;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;ADMINISTRACIÓN Y AUDITORÍA;DIRECCIÓN Y GESTIÓN EQUIPOS DE PROYECTOS;M1788-PLANIFICACIÓN E INICIATIVA EMPRENDEDORA EN PEQ  UEÑOS NEGOCIOS O MICROEMPRESAS;0;0;SÍ;Presencial;Ocupados;B83924027;FORO TRAINING SL;CALLE FERROCARRIL, 18   ;28045;914593826;rosamunoz@forotraining.com;MADRID
4117-11;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;PROJECT MANAGEMENT. ESPECIALIZACIÓN;M0071-TÉCNICAS DE INMOVILIZACIÓN, MOVILIZACIÓN Y TRASLADO DEL PACIENTE;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-18;;SEAG0211;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SEGURIDAD Y MEDIOAMBIENTE;GESTIÓN AMBIENTAL;ESCUCHA ACTIVA,  EMPATÍA Y ASERTIVIDAD;M8409-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-1;;ADGG0408;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;GESTIÓN DE COBROS Y RECLAMACIONES;M0969-TÉCNICAS ADMINISTRATIVAS BÁSICAS DE OFICINA;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-2;;ADGG0408;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;GESTIÓN DE LAS EMOCIONES;M0970-OPERACIONES BÁSICAS DE COMUNICACIÓN;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-3;;ADGG0408;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;GESTIÓN DEL CONOCIMIENTO;M0971-REPRODUCCIÓN Y ARCHIVO;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-4;;ADGG0408;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;ADMINISTRACIÓN Y GESTIÓN;GESTIÓN DE LA INFORMACIÓN Y LA COMUNICACIÓN;HABILIDADES DE DIRECCIÓN DE EQUIPOS;M8112-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4183-5;;COML0110;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;COMERCIO Y MARKETING;LOGÍSTICA COMERCIAL Y GESTIÓN DEL TRANSPORTE;NOMINAPLUS;M1326-PREPARACIÓN DE PEDIDOS;0;0;NO;Teleformación;Ocupados;B83827105;HEDIMA GRUPO DE SERVICIOS CONSULTORIA SL;AVENIDA Ensanche de Vallecas, 44  2º ;28051;913959799;aperez@grupohedima.com;MADRID
4117-10;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;DIRECCIÓN Y GESTIÓN DEL EQUIPO COMERCIAL;M0070-TÉCNICAS DE SOPORTE VITAL BÁSICO Y DE APOYO AL SOPORTE VITAL AVANZADO;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4183-3;;COML0110;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;COMERCIO Y MARKETING;LOGÍSTICA COMERCIAL Y GESTIÓN DEL TRANSPORTE;MARKETING-MIX BÁSICO  EN INTERNET Y GESTIÓN ONLINE DE CLIENTES;M1325-OPERACIONES AUXILIARES DE ALMACENAJE;0;0;NO;Teleformación;Ocupados;B83827105;HEDIMA GRUPO DE SERVICIOS CONSULTORIA SL;AVENIDA Ensanche de Vallecas, 44  2º ;28051;913959799;aperez@grupohedima.com;MADRID
4117-12;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;INTERNET AVANZADO;M0072-TÉCNICAS DE APOYO PSICOLÓGICO Y SOCIAL EN SITUACIONES DE CRISIS;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-13;;SANT0208;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SANIDAD;ATENCIÓN SANITARIA;MARKETING BÁSICO EN MEDIOS SOCIALES;M8140-PRÁCTICAS NO LABORALES;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-14;;SEAG0211;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SEGURIDAD Y MEDIOAMBIENTE;GESTIÓN AMBIENTAL;ESTRATEGIAS DE PLANIFICACIÓN Y MARKETING CORPORATIVO;M1971-NORMATIVA Y POLÍTICA INTERNA DE GESTIÓN AMBIEN  TAL DE LA ORGANIZACIÓN;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-15;;SEAG0211;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SEGURIDAD Y MEDIOAMBIENTE;GESTIÓN AMBIENTAL;FUNDAMENTOS DEL MARKETING MIX APLICADO;M1972-ASPECTOS AMBIENTALES DE LA ORGANIZACIÓN;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4117-16;;SEAG0211;CERTIFICADO DE PROFESIONALIDAD PRESENCIAL;SEGURIDAD Y MEDIOAMBIENTE;GESTIÓN AMBIENTAL;MARKETING, DISTRIBUCIÓN COMERCIAL Y FUERZA DE VENTAS;M1973-SISTEMAS DE GESTIÓN AMBIENTAL;0;0;SÍ;Presencial;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
4120-29;;SSCS0208;CERTIFICADO DE PROFESIONALIDAD CON TELEFORMACIÓN;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ASISTENCIA SOCIAL;PRINCIPIOS PARA LA IMPLANTACIÓN DE UN SISTEMA DE CALIDAD;M1016-APOYO EN LA ORGANIZACIÓN DE INTERVENCIONES EN EL ÁMBITO INSTITUCIONAL.;0;0;NO;Teleformación;Ocupados;B83841924;AUTOESCUELA GALA SL;CALLE Goya, 108   ;28009;914014742;info@autoescuelagala.com;MADRID
